Distrito;Serviço;Quantidade;Porcentagem
LAPA;Ônibus - Solicitar estudo para alteração de itinerário ou ponto inicial/final;12;0.0488162069807176
LAPA;Parques ? Reclamar sobre manutenção e limpeza;12;0.0488162069807176
LAPA;Reclamações sobre coleta seletiva;12;0.0488162069807176
LAPA;Sacos de varrição - Fazer reclamação de falta de remoção;12;0.0488162069807176
LAPA;Guias e Postes - Solicitar pintura;12;0.0488162069807176
LAPA;Rachadura de Edificação;11;0.044748189732324466
LAPA;Castrar cães e gatos gratuitamente;11;0.044748189732324466
LAPA;Instalação de contêiner para coleta de lixo domiciliar;11;0.044748189732324466
LAPA;Crimes contra o meio ambiente;11;0.044748189732324466
LAPA;Manutenção de placa com nome de rua;10;0.04068017248393133
LAPA;Solicitar instalação de contêiner para coleta seletiva;10;0.04068017248393133
LAPA;Solicitar certidão de auto de multa de imóvel;9;0.0366121552355382
LAPA;Denúncia de despejo irregular de esgoto ou outros poluentes de águas dentro dos limites do município;9;0.0366121552355382
LAPA;Bilhete Único - Relatar erro de cobrança em integração (ônibus e metrô/trem);9;0.0366121552355382
LAPA;Selo de identificação de estabelecimento gerador de resíduos de saúde ? 1ª e 2ª via;8;0.03254413798714506
LAPA;Recolocação e ajuste de paralelepípedo;8;0.03254413798714506
LAPA;Denunciar caçamba irregular de entulho de construção;8;0.03254413798714506
LAPA;Taxi / Aplicativos - Denúncia de conduta ou postura do condutor;8;0.03254413798714506
LAPA;Propaganda irregular - solicitar remoção;7;0.028476120738751935
LAPA;Ônibus - Reclamar de falta de comunicado sobre alterações na linha;7;0.028476120738751935
LAPA;Denunciar fechamento de ruas e vilas;7;0.028476120738751935
LAPA;Erosão;7;0.028476120738751935
LAPA;Ciclovias, ciclofaixas e ciclorrotas - Sugerir implantação;7;0.028476120738751935
LAPA;Publicidade - solicitar fiscalização de publicidade irregular;7;0.028476120738751935
LAPA;Desabamento;6;0.0244081034903588
LAPA;Solicitar plantio de árvores em passeio público ou calçada;6;0.0244081034903588
LAPA;Vaga de estacionamento na via - solicitar desativação ou modificação;6;0.0244081034903588
LAPA;Poluição do ar - Denunciar fumaça, fuligem, poeira e outras partículas;6;0.0244081034903588
LAPA;Feira Livre - Fazer reclamação sobre falta de limpeza da rua;6;0.0244081034903588
LAPA;Instalação de placa com nome de rua;6;0.0244081034903588
LAPA;Árvore em área interna - Comunicar remoção ou poda emergencial à Prefeitura;5;0.020340086241965667
LAPA;Denunciar loteamento irregular ou clandestino;5;0.020340086241965667
LAPA;Sugerir construção de calçadas em áreas públicas e praças;5;0.020340086241965667
LAPA;Denúncia de grande gerador de resíduos colocando lixo na coleta normal;5;0.020340086241965667
LAPA;Instalação de contêiner para coleta seletiva;5;0.020340086241965667
LAPA;Agressão;5;0.020340086241965667
LAPA;Comércio irregular;5;0.020340086241965667
LAPA;Atitude Suspeita;5;0.020340086241965667
LAPA;[Solicitado pela Defesa Civil ? uso interno]  Vistoria em área de risco;5;0.020340086241965667
LAPA;Denunciar terreno com muro danificado/inexistente;5;0.020340086241965667
LAPA;Sugerir instalação de mobiliário (mesas, bancos, brinquedos, equipamentos de ginástica) em áreas públicas e praças;5;0.020340086241965667
LAPA;Denunciar irregularidade na venda de Cartão Azul Digital ? CAD por postos credenciados;5;0.020340086241965667
LAPA;Ameaça;4;0.01627206899357253
LAPA;Vistoria e reparo de pontes e viadutos;4;0.01627206899357253
LAPA;Árvore em área interna - Solicitar avaliação da Prefeitura;4;0.01627206899357253
LAPA;Microdrenagem;4;0.01627206899357253
LAPA;Ônibus - Denunciar alteração de itinerário ou ponto inicial/final;4;0.01627206899357253
LAPA;Denúncia de ocupação irregular de área verde localizada em área privada dentro do município;4;0.01627206899357253
LAPA;Guias para travessia de pedestres - Solicitar rebaixamento;4;0.01627206899357253
LAPA;Invasão;4;0.01627206899357253
LAPA;Denúncia de má conduta dos funcionários (motoristas /coletores);4;0.01627206899357253
LAPA;Solicitar limpeza e manutenção de monumentos públicos;4;0.01627206899357253
LAPA;Ônibus - Reparar catraca eletrônica, validador ou terminal de recarga com falha;4;0.01627206899357253
LAPA;Acessibilidade - Solicitar fiscalização em edificações;4;0.01627206899357253
LAPA;Solicitação de policiamento;4;0.01627206899357253
LAPA;Cães e gatos invasores de instituições públicas - Solicitar avaliação;4;0.01627206899357253
LAPA;Ônibus fretado - Denúncia ou reclamação de irregularidades ou problemas no transporte;4;0.01627206899357253
LAPA;Reclamação de filas e tumulto em terminais de ônibus;3;0.0122040517451794
LAPA;Denunciar má conduta de empregados da CET;3;0.0122040517451794
LAPA;Vaga de estacionamento na via - solicitar análise de proibição;3;0.0122040517451794
LAPA;Alagamento;3;0.0122040517451794
LAPA;Risco de deslizamento;3;0.0122040517451794
LAPA;Denunciar cheiro forte causando incômodo;3;0.0122040517451794
LAPA;Denunciar janela ou abertura a menos de 1,50m do vizinho;3;0.0122040517451794
LAPA;Implantação de coleta porta-porta;3;0.0122040517451794
LAPA;Ocorrências com Drogas;3;0.0122040517451794
LAPA;Solicitar certidão de numeração e denominação de imóveis;3;0.0122040517451794
LAPA;Olho Vivo - Reclamações;3;0.0122040517451794
LAPA;Remoção de contêiner para coleta de lixo domiciliar;3;0.0122040517451794
LAPA;Circulação de caminhões - Solicitar avaliação;3;0.0122040517451794
LAPA;Ciclovias, ciclofaixas e ciclorrotas - solicitar manutenção da sinalização e pintura;3;0.0122040517451794
LAPA;Solicitar fiscalização de feira livre;3;0.0122040517451794
LAPA;Incêndio;3;0.0122040517451794
LAPA;Animais silvestres feridos ? Solicitar atendimento veterinário;3;0.0122040517451794
LAPA;Ponto de ônibus ? Solicitar reinstalação e/ou substituição de modelo antigo (madeira ou tubo) por modelo novo (totem metálico);2;0.008136034496786265
LAPA;Denúncia de colocação de lixo reciclável fora do horário de coleta;2;0.008136034496786265
LAPA;Reclamação de sinalização inadequada de terminais de ônibus;2;0.008136034496786265
LAPA;Furto ou tentativa de furto;2;0.008136034496786265
LAPA;Roubo ou tentativa de roubo;2;0.008136034496786265
LAPA;Ônibus - Solicitar reparo de problemas mecânicos;2;0.008136034496786265
LAPA;Guia rebaixada - solicitar fiscalização de rebaixamento irregular;2;0.008136034496786265
LAPA;Ônibus - Solicitar limpeza e higienização;2;0.008136034496786265
LAPA;Ônibus - Denunciar abuso sexual praticado por passageiro ou funcionário;2;0.008136034496786265
LAPA;Tumulto;2;0.008136034496786265
LAPA;Fazer reclamação de falta de lavagem de calçadões;2;0.008136034496786265
LAPA;Táxi - Denunciar desobediência ao regulamento de Ponto de Taxi;2;0.008136034496786265
LAPA;Ônibus - Solicitar criação de partida em uma linha;2;0.008136034496786265
LAPA;Perturbação do sossego;2;0.008136034496786265
LAPA;Programa Bolsa Família ? Denunciar cadastramento/recebimento de benefício indevido;2;0.008136034496786265
LAPA;Ecoponto - Fazer reclamação;2;0.008136034496786265
LAPA;Rompimento de galeria de águas pluviais;2;0.008136034496786265
LAPA;Denúncia de edificação não adaptada às normas de segurança;2;0.008136034496786265
LAPA;Denunciar negligência e abandono de criança ou adolescente;2;0.008136034496786265
LAPA;WiFi Livre SP - Reclamar sobre problemas na conexão;1;0.004068017248393133
LAPA;Inundação;1;0.004068017248393133
LAPA;Suicídio ou Tentativa de Suicídio;1;0.004068017248393133
LAPA;Bilhete Único Estudante ou Professor ? Alteração de tipo de crédito adquirido;1;0.004068017248393133
LAPA;Uniforme escolar - Avisar sobre problemas na compra dos uniformes;1;0.004068017248393133
LAPA;Vazamento de gás;1;0.004068017248393133
LAPA;Solicitar fiscalização de ausência de vagas reservadas em estabelecimento comercial;1;0.004068017248393133
LAPA;Córrego - solicitar limpeza;1;0.004068017248393133
LAPA;Bilhete Único - Relatar erro de cobrança em integração (ônibus e mêtro/trem);1;0.004068017248393133
LAPA;ATENDE+ - Comunicar colisão de veículo do Atende+;1;0.004068017248393133
LAPA;Ato obsceno;1;0.004068017248393133
LAPA;Denunciar violência e maus tratos de criança ou adolescente;1;0.004068017248393133
LAPA;Dano ao patrimônio;1;0.004068017248393133
LAPA;Fornecimento de mudas de árvores ao cidadão - Viveiro Manequinho Lopes;1;0.004068017248393133
LAPA;Avaliação de animal em sofrimento sem proprietário para eutanásia (morte sem dor);1;0.004068017248393133
LAPA;Bilhete Único - Solicitar instalação de pontos de venda e recarga;1;0.004068017248393133
LAPA;Denunciar irregularidades em creches conveniadas;1;0.004068017248393133
LAPA;Telecentro - Reclamação;1;0.004068017248393133
LAPA;WiFi Livre SP - Sugerir local para instalação;1;0.004068017248393133
LAPA;Parques ? Denunciar uso inadequado;1;0.004068017248393133
LAPA;Obra de arte (danificada);1;0.004068017248393133
LAPA;Denúncia de condições inadequadas de equipamentos de transportes (elevadores, escadas rolantes, plataforma de elevação vertical);1;0.004068017248393133
LAPA;Destelhamento;1;0.004068017248393133
LAPA;[Solicitado pela Defesa Civil - uso interno] Apoio a órgãos públicos;1;0.004068017248393133
LAPA;ATENDE+ - Reclamar de conduta de motorista;1;0.004068017248393133
LAPA;Trabalho Infantil - Solicitar atendimento social para criança ou adolescente;1;0.004068017248393133
LAPA;Reclamação de falta de limpeza de terminais de ônibus;1;0.004068017248393133
LAPA;Avisar  sobre animal encontrado com Registro Geral do Animal (RGA);1;0.004068017248393133
LAPA;Faixas e corredores de ônibus - Solicitar avaliação de problemas;1;0.004068017248393133
LAPA;Maria da Penha;1;0.004068017248393133
LAPA;Táxi - Denúncia de veículo clandestino ou de problemas no transporte;1;0.004068017248393133
LAPA;Ônibus ? Solicitar criação ou reativação de linha;1;0.004068017248393133
LAPA;Estações de bicicletas compartilhadas - Sugerir instalação de nova estação;1;0.004068017248393133
LAPA;Motofrete - Denúncia de irregularidades;1;0.004068017248393133
LAPA;Produtos perigosos;1;0.004068017248393133
LAPA;Denunciar exploração sexual;1;0.004068017248393133
LAPA;Ciclovias, ciclofaixas e ciclorrotas - Solicitar avaliação da infraestrutura;1;0.004068017248393133
LAPA;Desentendimento;1;0.004068017248393133
FREGUESIA DO O;Tapa-buraco;1712;14.538043478260871
FREGUESIA DO O;Entulho e grandes objetos em via pública - solicitar remoção;1092;9.273097826086957
FREGUESIA DO O;Árvore ? Solicitar avaliação em calçadas e praças para fins de poda ou remoção;896;7.608695652173914
FREGUESIA DO O;Baixas temperaturas ? Solicitar atendimento social;682;5.791440217391304
FREGUESIA DO O;Guias, sarjetas e sarjetões - solicitar manutenção;555;4.712975543478261
FREGUESIA DO O;Reclamação de poluição sonora - PSIU;536;4.551630434782608
FREGUESIA DO O;Solicitar remoção de veículo/carcaça abandonado na via pública;508;4.313858695652174
FREGUESIA DO O;Reclamação;342;2.9042119565217392
FREGUESIA DO O;Reformar galerias de águas de chuvas (pluviais);312;2.6494565217391304
FREGUESIA DO O;Guias e sarjetas - Solicitar capinação;306;2.598505434782609
FREGUESIA DO O;Solicitar limpeza de bueiros, boca de lobo e poços de visita;248;2.1059782608695654
FREGUESIA DO O;Pessoa em situação de rua ? Solicitar atendimento social;226;1.919157608695652
FREGUESIA DO O;Praça e canteiro central - solicitar roçada;188;1.596467391304348
FREGUESIA DO O;Fazer reclamação de falta de varrição;186;1.579483695652174
FREGUESIA DO O;Denunciar condições inadequadas de criação;146;1.2398097826086956
FREGUESIA DO O;Solicitar fiscalização de obra e reforma em imóvel particular;145;1.2313179347826086
FREGUESIA DO O;Ônibus - Reclamar de intervalo excessivo da linha;135;1.1463994565217392
FREGUESIA DO O;Ônibus ? Denunciar motorista, cobrador ou fiscal por atitude inadequada;132;1.1209239130434783
FREGUESIA DO O;Apoio a agente público;126;1.0699728260869565
FREGUESIA DO O;Denunciar falta de limpeza de terrenos e imóveis particulares;124;1.0529891304347827
FREGUESIA DO O;Ratos - Solicitar vistoria em local infestado;102;0.8661684782608696
FREGUESIA DO O;Drenagem de água da chuva - Bueiros e bocas de lobo;99;0.8406929347826086
FREGUESIA DO O;Ônibus - Denunciar motorista por não atender ao sinal de embarque e desembarque;95;0.8067255434782608
FREGUESIA DO O;Circulação e acesso de veículos e pessoas - Solicitar avaliação;87;0.7387907608695652
FREGUESIA DO O;Denunciar descarte irregular de entulho e outros resíduos em área pública;84;0.7133152173913043
FREGUESIA DO O;Abelhas e Vespas - Solicitar vistoria em ninhos;82;0.6963315217391304
FREGUESIA DO O;Comércio, serviço e indústria - solicitar fiscalização de funcionamento;80;0.6793478260869565
FREGUESIA DO O;Risco de desabamento;78;0.6623641304347826
FREGUESIA DO O;Solicitar remoção de animal morto em via pública;75;0.6368885869565217
FREGUESIA DO O;Queda de árvore;70;0.594429347826087
FREGUESIA DO O;Risco iminente de queda de árvore;67;0.568953804347826
FREGUESIA DO O;Rachadura de Edificação;64;0.5434782608695652
FREGUESIA DO O;Intensificar fiscalização de veículos estacionados/parados irregularmente;61;0.5180027173913043
FREGUESIA DO O;Lixeiras públicas - solicitar instalação, manutenção ou limpeza;49;0.4161005434782609
FREGUESIA DO O;Ônibus - Manutenção do veículo em geral;49;0.4161005434782609
FREGUESIA DO O;SPTrans - Sugerir melhorias para o sistema de transporte público por ônibus;49;0.4161005434782609
FREGUESIA DO O;Foco de dengue - Solicitar vistoria de local com água parada;48;0.4076086956521739
FREGUESIA DO O;Árvore em área interna ? Solicitar autorização para remoção de árvore com apresentação de laudo;46;0.390625
FREGUESIA DO O;Pernilongo/Mosquito - Solicitar vistoria em local infestado;45;0.382133152173913
FREGUESIA DO O;Escorpião - Solicitar vistoria de local com escorpiões;45;0.382133152173913
FREGUESIA DO O;Bilhete Único - Relatar falha na recarga;45;0.382133152173913
FREGUESIA DO O;Ocorrências com animais silvestres;44;0.3736413043478261
FREGUESIA DO O;Calçada particular - denunciar calçada danificada ou inexistente;44;0.3736413043478261
FREGUESIA DO O;Vielas e escadarias - solicitar manutenção;42;0.35665760869565216
FREGUESIA DO O;Ônibus - Reclamar de descumprimento de partida no ponto inicial/final;42;0.35665760869565216
FREGUESIA DO O;Solicitar lavagem de calçadões e locais públicos;42;0.35665760869565216
FREGUESIA DO O;Tapa-buraco em faixa exclusiva ou corredor de ônibus;41;0.3481657608695652
FREGUESIA DO O;Acessibilidade - solicitar avaliação de obstáculo na calçada;41;0.3481657608695652
FREGUESIA DO O;Queda de galho;38;0.3226902173913043
FREGUESIA DO O;Árvore - denunciar poda ou remoção não autorizada;37;0.3141983695652174
FREGUESIA DO O;Praças - sugerir reforma e revitalização;37;0.3141983695652174
FREGUESIA DO O;Solicitar fiscalização de estabelecimento com venda de bebida alcoólica entre 1h e 5h da manhã;35;0.2972146739130435
FREGUESIA DO O;Manutenção de placas de trânsito;34;0.2887228260869565
FREGUESIA DO O;Ponto de ônibus ? Solicitar manutenção, conserto e/ou limpeza de equipamento existente;33;0.28023097826086957
FREGUESIA DO O;Semáforo de veículos e pedestres - Sugerir ajuste de tempo;31;0.2632472826086957
FREGUESIA DO O;Altas Temperaturas - Solicitar Atendimento Social;31;0.2632472826086957
FREGUESIA DO O;Calçada pública - solicitar manutenção;30;0.2547554347826087
FREGUESIA DO O;Instalação e remoção de lixeira;30;0.2547554347826087
FREGUESIA DO O;Devoluções e Restituições ? Fale com a Fazenda;29;0.24626358695652176
FREGUESIA DO O;Solicitar fiscalização de ambulantes;28;0.2377717391304348
FREGUESIA DO O;Intensificar fiscalização de veículos em movimento;28;0.2377717391304348
FREGUESIA DO O;Castrar cães e gatos gratuitamente;28;0.2377717391304348
FREGUESIA DO O;Cata Bagulho - Fazer reclamação de não retirada de material;26;0.22078804347826086
FREGUESIA DO O;Água limpa e parada ? Solicitar vistoria de local com acúmulo;25;0.2122961956521739
FREGUESIA DO O;Outras ocorrências em escolas;24;0.20380434782608695
FREGUESIA DO O;Reclamação Anônima (Uso exclusivo da Ouvidoria);23;0.1953125
FREGUESIA DO O;Solicitar limpeza da via pública após enchentes ou eventos;22;0.18682065217391305
FREGUESIA DO O;Praças - Solicitar manutenção de equipamentos (mesas, bancos, brinquedos e equipamentos de ginástica);21;0.17832880434782608
FREGUESIA DO O;Ônibus - Denunciar motorista por direção perigosa;20;0.16983695652173914
FREGUESIA DO O;Sinalização horizontal apagada (pintura de solo) ? Solicitar repintura;20;0.16983695652173914
FREGUESIA DO O;Ônibus - Reclamar de veículo com superlotação;20;0.16983695652173914
FREGUESIA DO O;Sugerir instalação de mobiliário (mesas, bancos, brinquedos, equipamentos de ginástica) em áreas públicas e praças;20;0.16983695652173914
FREGUESIA DO O;Denunciar invasão de áreas municipais;20;0.16983695652173914
FREGUESIA DO O;Avisar sobre animal agressor em vias públicas;19;0.16134510869565216
FREGUESIA DO O;Reclamações sobre coleta de lixo domiciliar;19;0.16134510869565216
FREGUESIA DO O;Recolocação e ajuste de paralelepípedo;19;0.16134510869565216
FREGUESIA DO O;Ônibus - Solicitar estudo para alteração de itinerário ou ponto inicial/final;19;0.16134510869565216
FREGUESIA DO O;Lixo domiciliar ? Denunciar colocação de lixo fora do horário de coleta;19;0.16134510869565216
FREGUESIA DO O;Denunciar terreno com muro danificado/inexistente;17;0.14436141304347824
FREGUESIA DO O;Circulação de caminhões - Solicitar avaliação;17;0.14436141304347824
FREGUESIA DO O;Pombos - Solicitar vistoria em local infestado;15;0.12737771739130435
FREGUESIA DO O;Erosão;15;0.12737771739130435
FREGUESIA DO O;Travessia de pedestres - Solicitar avaliação;15;0.12737771739130435
FREGUESIA DO O;Atitude Suspeita;14;0.1188858695652174
FREGUESIA DO O;Denunciar janela ou abertura a menos de 1,50m do vizinho;14;0.1188858695652174
FREGUESIA DO O;Sacos de varrição - Fazer reclamação de falta de remoção;13;0.11039402173913043
FREGUESIA DO O;Árvore em área interna - Comunicar poda à Prefeitura;13;0.11039402173913043
FREGUESIA DO O;Instalação de contêiner para coleta de lixo domiciliar;13;0.11039402173913043
FREGUESIA DO O;Ônibus ? Solicitar mudança de ponto ou abrigo;12;0.10190217391304347
FREGUESIA DO O;Avaliação de animal em sofrimento sem proprietário para eutanásia (morte sem dor);12;0.10190217391304347
FREGUESIA DO O;Morcegos - Reclamar sobre local com morcegos;12;0.10190217391304347
FREGUESIA DO O;Córrego - solicitar limpeza;12;0.10190217391304347
FREGUESIA DO O;Manutenção de placa com nome de rua;11;0.09341032608695653
FREGUESIA DO O;Perturbação do sossego;11;0.09341032608695653
FREGUESIA DO O;Bilhete Único - Relatar erro de cobrança em integração (ônibus e metrô/trem);11;0.09341032608695653
FREGUESIA DO O;Reclamar sobre coleta de lixo domiciliar;11;0.09341032608695653
FREGUESIA DO O;Denunciar reserva irregular de vaga;10;0.08491847826086957
FREGUESIA DO O;Guias para travessia de pedestres - Solicitar rebaixamento;10;0.08491847826086957
FREGUESIA DO O;Ônibus - Elogiar o(a) motorista, cobrador(a) ou fiscal;10;0.08491847826086957
FREGUESIA DO O;Denunciar cheiro forte causando incômodo;9;0.07642663043478261
FREGUESIA DO O;Sugerir criação e ampliação de estacionamento de veículos em vias públicas;9;0.07642663043478261
FREGUESIA DO O;Ônibus - Reclamar de motorista por atraso na partida;9;0.07642663043478261
FREGUESIA DO O;Denúncia de má conduta dos funcionários (motoristas /coletores);8;0.06793478260869565
FREGUESIA DO O;Animal de grande porte solto - Solicitar remoção;8;0.06793478260869565
FREGUESIA DO O;Maria da Penha;8;0.06793478260869565
FREGUESIA DO O;Poluição do ar - Denunciar fumaça, fuligem, poeira e outras partículas;8;0.06793478260869565
FREGUESIA DO O;Autos de Infração - Fale com a Fazenda;8;0.06793478260869565
FREGUESIA DO O;Crimes contra o meio ambiente;7;0.0594429347826087
FREGUESIA DO O;Ônibus ? Solicitar implantação de ponto ou abrigo;7;0.0594429347826087
FREGUESIA DO O;Desabamento;7;0.0594429347826087
FREGUESIA DO O;Vaga de estacionamento na via - solicitar análise de proibição;7;0.0594429347826087
FREGUESIA DO O;Denunciar loteamento irregular ou clandestino;7;0.0594429347826087
FREGUESIA DO O;Denúncia de despejo irregular de esgoto ou outros poluentes de águas dentro dos limites do município;7;0.0594429347826087
FREGUESIA DO O;Sugerir construção de calçadas em áreas públicas e praças;6;0.050951086956521736
FREGUESIA DO O;Solicitar fiscalização de feira livre;6;0.050951086956521736
FREGUESIA DO O;Ônibus ? Solicitar criação ou reativação de linha;6;0.050951086956521736
FREGUESIA DO O;Denúncia de grande gerador de resíduos colocando lixo na coleta normal;6;0.050951086956521736
FREGUESIA DO O;Reclamações sobre coleta seletiva;5;0.042459239130434784
FREGUESIA DO O;Ônibus - Solicitar limpeza e higienização;5;0.042459239130434784
FREGUESIA DO O;Cães e gatos invasores de instituições públicas - Solicitar avaliação;5;0.042459239130434784
FREGUESIA DO O;Guias e Postes - Solicitar pintura;5;0.042459239130434784
